"","X","Name","Location","Cuisine","Longitude","Latitude","Award","Explanation","Min Price","Max Price","Country"
"1378",3775,"Trattoria da Zamboni","Lapio","Classic Cuisine, Italian Contemporary",11.5357,45.47452,"Bib Gourmand","Good food at moderate prices",40,65,"Italy"
"1379",3784,"Ca' d'Frara","Ferrara","Emilian",11.6226073,44.8363193,"Bib Gourmand","Good food at moderate prices",40,70,"Italy"
"1380",3786,"Da Giocondo","Rivisondoli","Cuisine from Abruzzo, Regional Cuisine",14.0654103,41.8691706,"Bib Gourmand","Good food at moderate prices",40,40,"Italy"
"1381",3788,"Foresta","Moena","Regional Cuisine, Classic Cuisine",11.6432225,46.3599668,"Bib Gourmand","Good food at moderate prices",40,70,"Italy"
"1382",3795,"Trattoria Bibe","Galluzzo","Tuscan",11.2153083,43.7429996,"Bib Gourmand","Good food at moderate prices",40,60,"Italy"
"1383",3827,"Osteria Piazzetta Cattedrale","Ostuni","Regional Cuisine",17.578646,40.732876,"Bib Gourmand","Good food at moderate prices",40,70,"Italy"
"1384",3831,"Alpenrose","Brixen","Regional Cuisine, Classic Cuisine",11.6390082,46.706382,"Bib Gourmand","Good food at moderate prices",40,70,"Italy"
"1385",3840,"L'Oste della Bon'Ora","Grottaferrata","Roman, Regional Cuisine",12.682,41.77739,"Bib Gourmand","Good food at moderate prices",40,105,"Italy"
"1386",3878,"Al Cambio","Bologna","Regional Cuisine",11.3668281,44.5286983,"Bib Gourmand","Good food at moderate prices",40,55,"Italy"
"1387",3906,"Nolan","Athens","Fusion",23.7323284,37.9748437,"Bib Gourmand","Good food at moderate prices",40,40,"Greece"
"1388",4372,"Chef aan de Werf","Hilversum","Market Cuisine",5.1973007,52.2207419,"Bib Gourmand","Good food at moderate prices",40,45,"Netherlands"
"1389",4373,"Gastrobar Oude Post","Renkum","Creative",5.7333506,51.9728162,"Bib Gourmand","Good food at moderate prices",40,70,"Netherlands"
"1390",4409,"De Knip","Voorschoten","Modern Cuisine",4.4349494,52.1067579,"Bib Gourmand","Good food at moderate prices",40,60,"Netherlands"
"1391",4432,"Hofstede de Blaak","Tilburg","Regional Cuisine",5.0442561,51.5493217,"Bib Gourmand","Good food at moderate prices",40,90,"Netherlands"
"1392",4456,"Brasserij Kok Verhoeven","Tilburg","Seafood",5.0926538,51.5611969,"Bib Gourmand","Good food at moderate prices",40,85,"Netherlands"
"1393",4482,"Eilandkeuken","Den Burg","Regional Cuisine",4.7959961,53.0539683,"Bib Gourmand","Good food at moderate prices",40,75,"Netherlands"
"1394",4483,"De Houtloods","Tilburg","Modern French",5.081349,51.562023,"Bib Gourmand","Good food at moderate prices",40,80,"Netherlands"
"1395",4623,"La Croix Blanche","Veuves","Modern Cuisine, Traditional Cuisine",1.125466,47.4715312,"Bib Gourmand","Good food at moderate prices",40,60,"France"
"1396",4627,"La Maison de Marie","Perros-Guirec","Market Cuisine",-3.4752927,48.8200118,"Bib Gourmand","Good food at moderate prices",40,55,"France"
"1397",4629,"La Table du Pouyaud","Champcevinel","Modern Cuisine",0.74974,45.212543,"Bib Gourmand","Good food at moderate prices",40,90,"France"
"1398",4632,"Pierre & Jean","Chagny","Modern Cuisine",4.7533235,46.9076462,"Bib Gourmand","Good food at moderate prices",40,60,"France"
"1399",4636,"Les Jardins de l'Acropolis","Rodez","Modern Cuisine",2.5564393,44.3589694,"Bib Gourmand","Good food at moderate prices",40,75,"France"
"1400",4648,"Le Bistro des Glycines","Les Eyzies-de-Tayac","Modern Cuisine",1.0074809,44.9407156,"Bib Gourmand","Good food at moderate prices",40,40,"France"
"1401",4651,"L'Auberge du Pont des Pierres","Montanges","Modern Cuisine",5.8015098,46.1634661,"Bib Gourmand","Good food at moderate prices",40,70,"France"
"1402",4654,"Etsi","Paris","Greek",2.333,48.89025,"Bib Gourmand","Good food at moderate prices",40,45,"France"
"1403",4665,"La Botte d'Asperges","Contres","Modern Cuisine",1.4286247,47.4196557,"Bib Gourmand","Good food at moderate prices",40,105,"France"
"1404",4667,"La Grillade Gourmande","Epernay","Grills",3.9614171,49.0449565,"Bib Gourmand","Good food at moderate prices",40,85,"France"
"1405",4668,"Le Confidentiel","Menthon-Saint-Bernard","Modern Cuisine",6.1964034,45.8600546,"Bib Gourmand","Good food at moderate prices",40,55,"France"
"1406",4672,"La Ferme de Cupelin","Saint-Gervais-les-Bains","Regional Cuisine",6.7000265,45.88904,"Bib Gourmand","Good food at moderate prices",40,75,"France"
"1407",4675,"La Grange des Halles","Rungis","Modern Cuisine",2.35059,48.74803,"Bib Gourmand","Good food at moderate prices",40,40,"France"
"1408",4680,"Au Coq en Velours","Aoste","Traditional Cuisine",5.62883,45.59696,"Bib Gourmand","Good food at moderate prices",40,90,"France"
"1409",4709,"L'Ourdissoir","Cholet","Modern Cuisine",-0.8765558,47.0593903,"Bib Gourmand","Good food at moderate prices",40,65,"France"
"1410",4715,"Le Bistrot d'Antoine","Strasbourg","Traditional Cuisine",7.7551838,48.5834821,"Bib Gourmand","Good food at moderate prices",40,70,"France"
"1411",4717,"Le Grand Saint-Benoît","Saint-Benoît-sur-Loire","Modern Cuisine",2.3062427,47.8107648,"Bib Gourmand","Good food at moderate prices",40,60,"France"
"1412",4718,"La Table Bâgésienne","Bâgé-le-Châtel","Modern Cuisine",4.92875,46.30794,"Bib Gourmand","Good food at moderate prices",40,100,"France"
"1413",4740,"Maison Chabran - Le 45ème","Pont-de-l'Isère","Modern Cuisine",4.8711217,45.0041135,"Bib Gourmand","Good food at moderate prices",40,80,"France"
"1414",4745,"La Bergerie","Aragon","Modern Cuisine",2.3110884,43.2970504,"Bib Gourmand","Good food at moderate prices",40,40,"France"
"1415",4747,"Mandoobar","Paris","Korean",2.3211699,48.87939,"Bib Gourmand","Good food at moderate prices",40,40,"France"
"1416",4749,"France et Fuchsias","Saint-Vaast-la-Hougue","Modern Cuisine, Country cooking",-1.2670618,49.58666,"Bib Gourmand","Good food at moderate prices",40,95,"France"
"1417",4753,"Au Lion d'Or - Chez Théo","Rosenau","Modern Cuisine",7.53557,47.63575,"Bib Gourmand","Good food at moderate prices",40,80,"France"
"1418",4761,"L'Embellie","Sainte-Cécile","Modern Cuisine",4.6250769,46.3904152,"Bib Gourmand","Good food at moderate prices",40,60,"France"
"1419",4762,"Auberge de l'Île","L'Ile-Bouchard","Modern Cuisine",0.4255419,47.1200762,"Bib Gourmand","Good food at moderate prices",40,70,"France"
"1420",4767,"L'Hibiscus","Orléans","Modern Cuisine",1.9111469,47.9002687,"Bib Gourmand","Good food at moderate prices",40,50,"France"
"1421",4782,"Ti-Coz","Quimper","Traditional Cuisine",-4.0725792,48.0423858,"Bib Gourmand","Good food at moderate prices",40,75,"France"
"1422",4784,"Au Coin des Halles","Langeais","Modern Cuisine",0.4070622,47.3248978,"Bib Gourmand","Good food at moderate prices",40,85,"France"
"1423",4786,"Sodade","Chaudes-Aigues","Modern Cuisine",3.0032348,44.8516289,"Bib Gourmand","Good food at moderate prices",40,85,"France"
"1424",4793,"Le Bistrot de Berne","Lorgues","Traditional Cuisine",6.3658287,43.516077,"Bib Gourmand","Good food at moderate prices",40,60,"France"
"1425",4801,"La Fleur de Sel","Cevins","Modern Cuisine",6.4527942,45.5895069,"Bib Gourmand","Good food at moderate prices",40,95,"France"
"1426",4805,"La Colombe","Hyères","Traditional Cuisine",6.0991484,43.1262102,"Bib Gourmand","Good food at moderate prices",40,85,"France"
"1427",4811,"Quai 17","Sète","Modern Cuisine",3.69648,43.40539,"Bib Gourmand","Good food at moderate prices",40,75,"France"
"1428",4817,"Le Capucin Gourmand","Vougy","Classic Cuisine",6.471287,46.0675732,"Bib Gourmand","Good food at moderate prices",40,85,"France"
"1429",4818,"Restaurant Anne & Matthieu Omont","Montmarault","Modern Cuisine",2.9562153,46.3190731,"Bib Gourmand","Good food at moderate prices",40,100,"France"
"1430",4819,"Bistrot des Anges","Le Cannet","Traditional Cuisine",7.0145284,43.5716685,"Bib Gourmand","Good food at moderate prices",40,115,"France"
"1431",4826,"Balsamique","Wambrechies","Modern Cuisine",3.0527574,50.6872452,"Bib Gourmand","Good food at moderate prices",40,50,"France"
"1432",4829,"Auberge des Aryelets","Aulon","Traditional Cuisine",0.2961944,42.8511784,"Bib Gourmand","Good food at moderate prices",40,40,"France"
"1433",4836,"La Pointe du Cap Coz","Fouesnant","Modern Cuisine, Seafood",-3.9730052,47.8910288,"Bib Gourmand","Good food at moderate prices",40,140,"France"
"1434",4839,"Ô Moulin","Carsac-Aillac","Modern Cuisine",1.2729073,44.8407878,"Bib Gourmand","Good food at moderate prices",40,85,"France"
"1435",4841,"Le Vauban","Cherbourg-en-Cotentin","Modern Cuisine, Classic Cuisine",-1.6214966,49.640044,"Bib Gourmand","Good food at moderate prices",40,70,"France"
"1436",4844,"La Table de Léo","Saint-Avit-Sénieur","Modern Cuisine",0.8159677,44.7746774,"Bib Gourmand","Good food at moderate prices",40,50,"France"
"1437",4846,"1er Mets","Annecy","Modern Cuisine",6.127509,45.8990376,"Bib Gourmand","Good food at moderate prices",40,65,"France"
"1438",4854,"L'Oustalet Maïanen","Maillane","Traditional Cuisine",4.7825229,43.8311951,"Bib Gourmand","Good food at moderate prices",40,70,"France"
"1439",4855,"La Corniche","San-Martino-di-Lota","Corsican",9.4347259,42.7347741,"Bib Gourmand","Good food at moderate prices",40,95,"France"
"1440",4866,"La Table d'Antoine","Vichy","Modern Cuisine",3.4219482,46.1248938,"Bib Gourmand","Good food at moderate prices",40,95,"France"
"1441",4867,"Le Bon Accueil","Richardménil","Modern Cuisine",6.1660349,48.5915762,"Bib Gourmand","Good food at moderate prices",40,55,"France"
"1442",4869,"Café A","Uriage-les-Bains","Modern Cuisine, Creative",5.8315318,45.1417508,"Bib Gourmand","Good food at moderate prices",40,60,"France"
"1443",4872,"L'Assiette au Jardin","Noirmoutier-en-l'Île","Modern Cuisine",-2.2426451,47.0007779,"Bib Gourmand","Good food at moderate prices",40,60,"France"
"1444",4875,"Le Bistrot Pontarlier","Port-Lesney","Traditional Cuisine, Cuisine from Franche-Comté",5.8234481,47.0035036,"Bib Gourmand","Good food at moderate prices",40,60,"France"
"1445",4877,"A Mandria di Pigna","Pigna","Corsican",8.90319,42.59878,"Bib Gourmand","Good food at moderate prices",40,75,"France"
"1446",4878,"Côté Saisons","Laroque-des-Albères","Modern Cuisine",2.9358838,42.5224669,"Bib Gourmand","Good food at moderate prices",40,55,"France"
"1447",4883,"O'Plaisir des Sens","La Roque-Gageac","Modern Cuisine",1.21018,44.81262,"Bib Gourmand","Good food at moderate prices",40,100,"France"
"1448",4885,"Auberge du Prieuré Normand","Gasny","Traditional Cuisine",1.6067163,49.0894582,"Bib Gourmand","Good food at moderate prices",40,75,"France"
"1449",4891,"Hostellerie d'Héloïse","Cluny","Traditional Cuisine",4.6652795,46.4254309,"Bib Gourmand","Good food at moderate prices",40,65,"France"
"1450",4892,"Le Vert d'O","Saint-Gildas-de-Rhuys","Modern Cuisine",-2.8447719,47.5123565,"Bib Gourmand","Good food at moderate prices",40,70,"France"
"1451",4896,"La Fleur de Sel","Honfleur","Modern Cuisine",0.2323132,49.4221162,"Bib Gourmand","Good food at moderate prices",40,90,"France"
"1452",4913,"La Poutre","Bonlieu","Modern Cuisine",5.8550159,46.6003467,"Bib Gourmand","Good food at moderate prices",40,130,"France"
"1453",4926,"L'Affranchi","Agen","Modern Cuisine",0.6177651,44.2056155,"Bib Gourmand","Good food at moderate prices",40,55,"France"
"1454",4932,"Le Bac à Traille","Valence","Modern Cuisine",4.8865415,44.9325366,"Bib Gourmand","Good food at moderate prices",40,60,"France"
"1455",4935,"Bistrot St-Sauveur","Le Cannet","Traditional Cuisine",7.0213674,43.5762842,"Bib Gourmand","Good food at moderate prices",40,45,"France"
"1456",4938,"Fine Gueule","Nice","Traditional Cuisine",7.2718323,43.6962694,"Bib Gourmand","Good food at moderate prices",40,65,"France"
"1457",4939,"Le Paris-Brest","Rennes","Modern Cuisine",-1.6721476,48.1034946,"Bib Gourmand","Good food at moderate prices",40,70,"France"
"1458",4951,"Le Grapiot","Pupillin","Modern Cuisine",5.76026,46.88357,"Bib Gourmand","Good food at moderate prices",40,75,"France"
"1459",4961,"20 Eiffel","Paris","Traditional Cuisine, Modern Cuisine",2.2985472,48.8594686,"Bib Gourmand","Good food at moderate prices",40,75,"France"
"1460",4962,"La Clé des Champs","Favières","Modern Cuisine",1.6621716,50.2377902,"Bib Gourmand","Good food at moderate prices",40,70,"France"
"1461",4963,"L'Envers du Décor","Les Herbiers","Modern Cuisine",-1.0131786,46.8718586,"Bib Gourmand","Good food at moderate prices",40,70,"France"
"1462",4967,"Air Accueil","Brebières","Modern Cuisine",3.003453,50.3358,"Bib Gourmand","Good food at moderate prices",40,75,"France"
"1463",4973,"Comptoir Breizh Café","Saint-Malo","Breton",-2.0251233,48.6479451,"Bib Gourmand","Good food at moderate prices",40,40,"France"
"1464",4987,"Le Toi du Monde","Flumet","Modern Cuisine",6.5506767,45.8321663,"Bib Gourmand","Good food at moderate prices",40,70,"France"
"1465",4988,"Le Central","Roanne","Modern Cuisine",4.0636404,46.0395894,"Bib Gourmand","Good food at moderate prices",40,75,"France"
"1466",5009,"Manoir de la Pommeraie","Vire","Modern Cuisine",-0.8608496,48.8297661,"Bib Gourmand","Good food at moderate prices",40,60,"France"
"1467",5015,"En Cuisine","Brive-la-Gaillarde","Modern Cuisine",1.5330328,45.1537272,"Bib Gourmand","Good food at moderate prices",40,55,"France"
"1468",5020,"Le Pré St-Jean","Pézenas","Modern Cuisine",3.4265699,43.4598311,"Bib Gourmand","Good food at moderate prices",40,95,"France"
"1469",5027,"La Maison Carrier","Chamonix-Mont-Blanc","Regional Cuisine",6.8736882,45.9251353,"Bib Gourmand","Good food at moderate prices",40,90,"France"
"1470",5030,"Le Bistrot de Villedieu","Villedieu","Provençal",5.0342051,44.2840228,"Bib Gourmand","Good food at moderate prices",40,75,"France"
"1471",5044,"Simple et Meilleur","Saint-Martin-de-Belleville","Savoyard",6.5063173,45.3764595,"Bib Gourmand","Good food at moderate prices",40,85,"France"
"1472",5048,"Côté Jardin","Busnes","Modern Cuisine",2.5118117,50.582466,"Bib Gourmand","Good food at moderate prices",40,55,"France"
"1473",5052,"La Table de Haute-Serre","Cieurac","Modern Cuisine",1.4898894,44.3900727,"Bib Gourmand","Good food at moderate prices",40,130,"France"
"1474",5057,"La Belle Étoile","La Roque-Gageac","Traditional Cuisine",1.182383,44.825863,"Bib Gourmand","Good food at moderate prices",40,85,"France"
"1475",5061,"Auberge le Nézil","Saint-Lyphard","Modern Cuisine",-2.3275021,47.371565,"Bib Gourmand","Good food at moderate prices",40,50,"France"
"1476",5064,"Le Vallon de Chérisy","Cherisy","Traditional Cuisine",1.4162886,48.746774,"Bib Gourmand","Good food at moderate prices",40,85,"France"
"1477",5111,"La Maison Thai","Pessoux","Thai",5.2100622,50.2802997,"Bib Gourmand","Good food at moderate prices",40,75,"Belgium"
"1478",5118,"Le Coin des Saveurs","Verviers","Modern Cuisine",5.8628632,50.5833439,"Bib Gourmand","Good food at moderate prices",40,70,"Belgium"
"1479",5159,"Maza'j","Auderghem","Lebanese",4.426231,50.8156704,"Bib Gourmand","Good food at moderate prices",40,120,"Belgium"
"1480",5225,"Maison du Luxembourg","Ixelles","Regional Cuisine, Classic Cuisine",4.3710638,50.8394192,"Bib Gourmand","Good food at moderate prices",40,90,"Belgium"
"1481",1029,"Roganic","Hong Kong","European Contemporary",114.1821991,22.2813924,"1 MICHELIN Star","Very good cooking in its category",40,140,"Hong Kong"
"1482",2861,"Cipriani","Rio de Janeiro","Italian",-43.1794682,-22.9670428,"1 MICHELIN Star","Very good cooking in its category",40,85,"Brazil"
"1483",5254,"Bistrot de Paris","São Paulo","French",-46.6655186,-23.5630723,"Bib Gourmand","Good food at moderate prices",40,40,"Brazil"
"1484",4003,"Hiro Nori Craft Ramen","Irvine","Japanese, Ramen",-117.85588,33.676674,"Bib Gourmand","Good food at moderate prices",40,40,"United States"
"1485",4032,"Ciccia Osteria","San Diego","Italian, Milanese",-117.1388338,32.6974548,"Bib Gourmand","Good food at moderate prices",40,40,"United States"
"1486",4101,"iTalico","Palo Alto","Italian, Regional Cuisine",-122.1443652,37.4269959,"Bib Gourmand","Good food at moderate prices",40,40,"United States"
"1487",4146,"Agava","Zagreb","International",15.9764518,45.8162674,"Bib Gourmand","Good food at moderate prices",40,65,"Croatia"
"1488",1946,"Lerouy","Singapore","French Contemporary",103.8486021,1.2829563,"1 MICHELIN Star","Very good cooking in its category",40,130,"Singapore"
"1489",1960,"Art","Singapore","Italian",103.8520522,1.2908104,"1 MICHELIN Star","Very good cooking in its category",40,150,"Singapore"
"1490",3691,"Manjok Ohyang Jokbal","SEOUL","Jokbal",126.97598,37.56324,"Bib Gourmand","Good food at moderate prices",40,55,"South Korea"
"1491",4559,"Café du Levant","Aire-la-Ville","French, Market Cuisine",6.0431852,46.1912667,"Bib Gourmand","Good food at moderate prices",40,110,"Switzerland"
"1492",1300,"Floraison","Tokyo","French",139.740102,35.700905,"1 MICHELIN Star","Very good cooking in its category",40,110,"Japan"
"1493",1341,"REQUINQUER","Tokyo","French",139.7232663,35.6376313,"1 MICHELIN Star","Very good cooking in its category",40,170,"Japan"
"1494",1350,"Les enfants gâtés","Tokyo","French",139.704882,35.65299,"1 MICHELIN Star","Very good cooking in its category",40,160,"Japan"
"1495",1724,"il Centrino","Osaka","Italian",135.514216,34.672923,"1 MICHELIN Star","Very good cooking in its category",40,130,"Japan"
"1496",1750,"YUNiCO","Osaka","Italian, Italian Contemporary",135.496874,34.69807,"1 MICHELIN Star","Very good cooking in its category",40,130,"Japan"
"1497",1781,"Oryori Mashita","Kyoto","Japanese",135.773737,35.003944,"1 MICHELIN Star","Very good cooking in its category",40,210,"Japan"
"1498",3587,"ENRIQUE MARRUECOS","Tokyo","Moroccan",139.6728094,35.6660493,"Bib Gourmand","Good food at moderate prices",40,60,"Japan"
"1499",3602,"La Boucherie Goûtons","Tokyo","French",139.782402,35.689601,"Bib Gourmand","Good food at moderate prices",40,60,"Japan"
"1500",3606,"BistroCaniche","Tokyo","French",139.714222,35.636892,"Bib Gourmand","Good food at moderate prices",40,70,"Japan"
"1501",3625,"Komatsu","Tokyo","Unagi / Freshwater Eel",139.6614293,35.6973895,"Bib Gourmand","Good food at moderate prices",40,70,"Japan"
"1502",3634,"Le cabaret","Tokyo","French",139.6853357,35.6701163,"Bib Gourmand","Good food at moderate prices",40,50,"Japan"
"1503",3638,"Noto Kanazawanosachi Ginza Furuta","Tokyo","Japanese",139.765457,35.669887,"Bib Gourmand","Good food at moderate prices",40,70,"Japan"
"1504",3640,"The Pizza Bar on 38th","Tokyo","Pizza",139.773068,35.6870315,"Bib Gourmand","Good food at moderate prices",40,70,"Japan"
"1505",3646,"Washokuto Washu Ogata","Tokyo","Japanese",139.723318,35.690567,"Bib Gourmand","Good food at moderate prices",40,70,"Japan"
"1506",3650,"Osteria da K. [káppa]","Tokyo","Italian",139.7615675,35.6689005,"Bib Gourmand","Good food at moderate prices",40,70,"Japan"
"1507",3659,"Shunsai Oguraya","Tokyo","Japanese",139.6834224,35.6497239,"Bib Gourmand","Good food at moderate prices",40,70,"Japan"
"1508",3673,"MOELLEUSE","Tokyo","French",139.7347187,35.6524715,"Bib Gourmand","Good food at moderate prices",40,80,"Japan"
"1509",3914,"Comptoir15","Osaka","French",135.493966,34.6762743,"Bib Gourmand","Good food at moderate prices",40,70,"Japan"
"1510",3927,"Nihonshuzammai Utsutsuyo","Osaka","Izakaya",135.5026098,34.6832694,"Bib Gourmand","Good food at moderate prices",40,70,"Japan"
"1511",3969,"Kikunoi Mugesambo","Kyoto","Japanese",135.7815462,35.0018232,"Bib Gourmand","Good food at moderate prices",40,40,"Japan"
"1512",4116,"Rolfs Kök","Stockholm","Traditional Cuisine",18.0569056,59.3386776,"Bib Gourmand","Good food at moderate prices",40,60,"Sweden"
"1513",635,"Die Brasserie","Pirmasens","Classic Cuisine, Contemporary",7.6197904,49.1947507,"1 MICHELIN Star","Very good cooking in its category",45,130,"Germany"
"1514",727,"360°","Limburg an der Lahn","Modern Cuisine, International",8.0614395,50.3844391,"1 MICHELIN Star","Very good cooking in its category",45,190,"Germany"
"1515",1123,"Les Moles","Ulldecona","Modern Cuisine, Creative",0.427955,40.602104,"1 MICHELIN Star","Very good cooking in its category",45,140,"Spain"
"1516",1687,"Per Me Giulio Terrinoni","Rome","Creative, Innovative",12.46747,41.8973035,"1 MICHELIN Star","Very good cooking in its category",45,175,"Italy"
"1517",2144,"Zeezout","Rotterdam","Seafood, French",4.4774595,51.9061331,"1 MICHELIN Star","Very good cooking in its category",45,95,"Netherlands"
"1518",2309,"Pierre","Mâcon","Classic Cuisine",4.8314285,46.3034378,"1 MICHELIN Star","Very good cooking in its category",45,130,"France"
"1519",2359,"Les Voiles d'Or","Dieppe","Modern Cuisine, Seafood",1.0893245,49.9320971,"1 MICHELIN Star","Very good cooking in its category",45,100,"France"
"1520",2385,"Le Raisin","Pont-de-Vaux","Modern Cuisine",4.93919,46.43432,"1 MICHELIN Star","Very good cooking in its category",45,110,"France"
"1521",2484,"Le Vivier","L'Isle-sur-la-Sorgue","Modern Cuisine",5.0633622,43.9257707,"1 MICHELIN Star","Very good cooking in its category",45,140,"France"
"1522",2487,"Le Hittau","Saint-Vincent-de-Tyrosse","Modern Cuisine",-1.2963393,43.6616803,"1 MICHELIN Star","Very good cooking in its category",45,110,"France"
"1523",2536,"Il Cortile","Mulhouse","Mediterranean Cuisine, Italian",7.3339923,47.7476982,"1 MICHELIN Star","Very good cooking in its category",45,135,"France"
"1524",2684,"Origines","Le Broc","Modern Cuisine",3.2440696,45.501934,"1 MICHELIN Star","Very good cooking in its category",45,155,"France"
"1525",2708,"Le Pressoir","Saint-Avé","Creative",-2.7508368,47.6966578,"1 MICHELIN Star","Very good cooking in its category",45,130,"France"
"1526",2921,"Nil","Hamburg","International",9.9632635,53.5563348,"Bib Gourmand","Good food at moderate prices",45,70,"Germany"
"1527",2981,"Gaststube Zum Klosterbräu","Neuburg an der Donau","Bavarian, International",11.1423405,48.7832727,"Bib Gourmand","Good food at moderate prices",45,90,"Germany"
"1528",3017,"Anne-Sophie","Künzelsau","International, Country cooking",9.6909185,49.2789069,"Bib Gourmand","Good food at moderate prices",45,70,"Germany"
"1529",3033,"Mühlenhelle - Bistro","Gummersbach","Market Cuisine",7.5312635,50.9834035,"Bib Gourmand","Good food at moderate prices",45,70,"Germany"
"1530",3035,"Eiflers Zeiten","Euskirchen","Country cooking, International",6.850706,50.6224572,"Bib Gourmand","Good food at moderate prices",45,60,"Germany"
"1531",3057,"Pades Restaurant","Verden","Country cooking, International",9.2299413,52.9169388,"Bib Gourmand","Good food at moderate prices",45,80,"Germany"
"1532",3099,"Scheidels Restaurant zum Kranz","Kenzingen","Classic Cuisine, Home Cooking",7.773248,48.1952255,"Bib Gourmand","Good food at moderate prices",45,75,"Germany"
"1533",3100,"Brechtmanns Bistro","Hamburg","Asian Influences",9.9871201,53.593061,"Bib Gourmand","Good food at moderate prices",45,65,"Germany"
"1534",3129,"Grundschlag","Berlin","Market Cuisine, International",13.2901022,52.4838006,"Bib Gourmand","Good food at moderate prices",45,55,"Germany"
"1535",3167,"Sha-Roe Bistro","Clonegall","Modern Cuisine",-6.6454075,52.6928692,"Bib Gourmand","Good food at moderate prices",45,55,"Ireland"
"1536",3174,"Cush","Ballycotton","Modern Cuisine, Seafood",-8.0019275,51.8268501,"Bib Gourmand","Good food at moderate prices",45,65,"Ireland"
"1537",3379,"La Teja Azul","Villena","Traditional Cuisine",-0.8681,38.634167,"Bib Gourmand","Good food at moderate prices",45,70,"Spain"
"1538",3499,"Az-Zait","Seville","Modern Cuisine",-5.9964807,37.3968514,"Bib Gourmand","Good food at moderate prices",45,55,"Spain"
"1539",3548,"La Montería","Madrid","Traditional Cuisine",-3.6775299,40.4203134,"Bib Gourmand","Good food at moderate prices",45,55,"Spain"
"1540",3771,"Taverna del Grappolo Blu","Montalcino","Tuscan",11.48978,43.05894,"Bib Gourmand","Good food at moderate prices",45,45,"Italy"
"1541",4400,"Brasserie 't Vingerling","Middelharnis","Classic Cuisine",4.1665301,51.7605133,"Bib Gourmand","Good food at moderate prices",45,55,"Netherlands"
"1542",4976,"Zorn - La Petite Auberge","Laon","Modern Cuisine",3.621604,49.5691414,"Bib Gourmand","Good food at moderate prices",45,70,"France"
"1543",4986,"Au Plaisir Ambré","Briançon","Modern Cuisine",6.6435838,44.8999664,"Bib Gourmand","Good food at moderate prices",45,70,"France"
"1544",5075,"Les Quatre Saisons","Aurillac","Modern Cuisine",2.4469405,44.929825,"Bib Gourmand","Good food at moderate prices",45,85,"France"
"1545",5149,"Le Moulin","Daverdisse","Modern Cuisine, Classic Cuisine",5.1158029,50.0275637,"Bib Gourmand","Good food at moderate prices",45,105,"Belgium"
"1546",3264,"Padella","London","Italian",-0.0898596,51.505121,"Bib Gourmand","Good food at moderate prices",45,45,"United Kingdom"
"1547",1033,"The Chairman","Hong Kong","Cantonese",114.15297,22.28444,"1 MICHELIN Star","Very good cooking in its category",45,155,"Hong Kong"
"1548",2059,"Noble","'s-Hertogenbosch","Modern French",5.2948973,51.6828128,"1 MICHELIN Star","Very good cooking in its category",45,105,"Netherlands"
"1549",2124,"Zout & Citroen","Oosterhout","Creative",4.8594267,51.6403763,"1 MICHELIN Star","Very good cooking in its category",45,115,"Netherlands"
"1550",2137,"Noble Kitchen","Cromvoirt","Modern Cuisine, Sushi",5.2302915,51.6657301,"1 MICHELIN Star","Very good cooking in its category",45,105,"Netherlands"
"1551",2289,"La Meynardie","Salignac-Eyvigues","Modern Cuisine",1.3056798,44.9916513,"1 MICHELIN Star","Very good cooking in its category",45,110,"France"
"1552",2378,"Le Foch","Reims","Modern Cuisine",4.0270486,49.2582417,"1 MICHELIN Star","Very good cooking in its category",45,150,"France"
"1553",2543,"Terre-Mer au Domaine de Kerdrain","Auray","Modern Cuisine",-2.9893083,47.6677051,"1 MICHELIN Star","Very good cooking in its category",45,110,"France"
"1554",2765,"Aux petits oignons","Jodoigne","Modern Cuisine",4.879794,50.7418915,"1 MICHELIN Star","Very good cooking in its category",45,105,"Belgium"
"1555",2872,"Schliehuus 54","Thumby","Regional Cuisine, Market Cuisine",9.8612388,54.5950156,"Bib Gourmand","Good food at moderate prices",45,65,"Germany"
"1556",2944,"Zum Goldenen Anker","Eggenstein-Leopoldshafen","Country cooking, Traditional Cuisine",8.3898405,49.0795086,"Bib Gourmand","Good food at moderate prices",45,75,"Germany"
"1557",2946,"Gasthof Alpenrose","Samerberg","Country cooking",12.2336919,47.7762313,"Bib Gourmand","Good food at moderate prices",45,70,"Germany"
"1558",2957,"Schwarzkopf","Frammersbach","Country cooking",9.4770678,50.0610785,"Bib Gourmand","Good food at moderate prices",45,65,"Germany"
"1559",2980,"Kaisers Eck","Ahlbeck","International, Country cooking",14.189415,53.939882,"Bib Gourmand","Good food at moderate prices",45,80,"Germany"
"1560",2994,"Kaminzimmer","Sankt Wendel","Meats and Grills, Regional Cuisine",7.1122737,49.4960182,"Bib Gourmand","Good food at moderate prices",45,100,"Germany"
"1561",3004,"Almer Schlossmühle","Brilon","Seasonal Cuisine, Regional Cuisine",8.6247775,51.4593813,"Bib Gourmand","Good food at moderate prices",45,95,"Germany"
"1562",3016,"Berggasthaus Niedersachsen","Gehrden","Classic Cuisine, Home Cooking",9.5872063,52.3077768,"Bib Gourmand","Good food at moderate prices",45,105,"Germany"
"1563",3024,"Joseph Naus Stub'n","Garmisch-Partenkirchen","Country cooking",11.0904933,47.4916924,"Bib Gourmand","Good food at moderate prices",45,65,"Germany"
